id,phone_id,counterparty_number,call_time,duration_seconds,data_source
CR000674,PH000234,9036959815,2026-05-24T06:12:59Z,1237,SYNTHETIC
CR000675,PH000210,6290539844,2025-09-23T08:05:45Z,173,SYNTHETIC
CR000676,PH000271,7668675368,2025-12-28T09:46:38Z,520,SYNTHETIC
CR000677,PH000075,7934074467,2025-07-17T09:02:36Z,106,SYNTHETIC
CR000678,PH000071,7231119018,2025-04-21T19:13:28Z,971,SYNTHETIC
CR000679,PH000244,7499048250,2024-04-29T21:21:30Z,641,SYNTHETIC
CR000680,PH000220,6915655993,2024-05-30T11:40:15Z,335,SYNTHETIC
CR000681,PH000091,8685168194,2025-03-17T16:33:25Z,1038,SYNTHETIC
CR000682,PH000210,6204808500,2025-03-14T09:57:12Z,894,SYNTHETIC
CR000683,PH000143,8271031012,2024-05-26T18:18:32Z,316,SYNTHETIC
CR000684,PH000223,6539759641,2024-03-09T07:50:50Z,369,SYNTHETIC
CR000685,PH000329,8425389483,2025-01-23T00:51:14Z,1677,SYNTHETIC
CR000686,PH000054,6758971576,2026-03-11T03:57:05Z,1057,SYNTHETIC
CR000687,PH000315,7080948287,2026-05-02T19:21:27Z,1673,SYNTHETIC
CR000688,PH000058,8181635626,2024-08-08T23:29:45Z,484,SYNTHETIC
CR000689,PH000364,8592856937,2025-08-20T16:54:42Z,1277,SYNTHETIC
CR000690,PH000223,9034265023,2026-08-08T02:53:23Z,568,SYNTHETIC
CR000691,PH000206,8088501498,2024-03-15T00:34:25Z,1487,SYNTHETIC
CR000692,PH000302,7734655270,2026-02-23T02:57:17Z,1248,SYNTHETIC
CR000693,PH000176,9576202334,2025-08-07T08:11:35Z,1632,SYNTHETIC
CR000694,PH000423,6127416934,2026-02-22T00:23:51Z,556,SYNTHETIC
CR000695,PH000240,9036332100,2024-07-27T07:06:59Z,641,SYNTHETIC
CR000696,PH000360,8126323734,2024-12-17T03:20:19Z,1550,SYNTHETIC
CR000697,PH000289,9402766563,2024-05-23T00:06:43Z,709,SYNTHETIC
CR000698,PH000147,9713598720,2025-04-10T15:32:27Z,1426,SYNTHETIC
CR000699,PH000159,9648814956,2025-07-28T23:25:30Z,967,SYNTHETIC
CR000700,PH000001,9801035137,2024-09-15T02:29:44Z,787,SYNTHETIC
CR000701,PH000361,9130664090,2024-02-07T14:47:24Z,753,SYNTHETIC
CR000702,PH000032,6168767956,2025-09-10T20:52:36Z,642,SYNTHETIC
CR000703,PH000001,8312416925,2026-05-11T10:10:57Z,1631,SYNTHETIC
CR000704,PH000424,6127416934,2026-05-01T15:29:22Z,1214,SYNTHETIC
CR000705,PH000220,8767233357,2026-07-18T06:31:12Z,1612,SYNTHETIC
CR000706,PH000042,9694731843,2024-02-12T03:27:28Z,1233,SYNTHETIC
CR000707,PH000113,6643629683,2025-05-05T00:30:46Z,820,SYNTHETIC
CR000708,PH000176,9684391157,2026-03-11T22:20:49Z,286,SYNTHETIC
CR000709,PH000233,9536344864,2026-02-25T14:31:51Z,930,SYNTHETIC
CR000710,PH000228,7532008136,2024-06-21T23:17:45Z,766,SYNTHETIC
CR000711,PH000341,9184559120,2025-04-27T11:51:57Z,1392,SYNTHETIC
CR000712,PH000189,6240268494,2024-07-14T07:02:49Z,93,SYNTHETIC
CR000713,PH000146,8886168045,2024-09-09T06:50:13Z,968,SYNTHETIC
CR000714,PH000153,7255481529,2024-02-26T01:01:41Z,220,SYNTHETIC
CR000715,PH000058,8692896466,2026-06-19T04:15:13Z,982,SYNTHETIC
CR000716,PH000158,9363394837,2026-05-12T01:14:42Z,1392,SYNTHETIC
CR000717,PH000060,7128993387,2025-07-19T18:24:49Z,513,SYNTHETIC
CR000718,PH000160,8321279646,2024-07-19T09:53:04Z,894,SYNTHETIC
CR000719,PH000055,9399302206,2024-04-02T00:37:49Z,571,SYNTHETIC
CR000720,PH000274,8391233835,2026-08-09T14:21:34Z,1745,SYNTHETIC
CR000721,PH000090,8499200903,2026-06-05T06:48:39Z,119,SYNTHETIC
CR000722,PH000297,6696236677,2025-10-14T11:50:59Z,1072,SYNTHETIC
CR000723,PH000213,6780760319,2024-10-03T01:07:58Z,1372,SYNTHETIC
CR000724,PH000099,8552362285,2026-06-30T16:00:09Z,965,SYNTHETIC
CR000725,PH000140,7819081764,2025-11-14T18:03:09Z,631,SYNTHETIC
CR000726,PH000179,9535882832,2024-10-05T03:30:51Z,1777,SYNTHETIC
CR000727,PH000075,6113464160,2024-12-08T04:42:11Z,1197,SYNTHETIC
CR000728,PH000135,8053366265,2024-02-02T18:06:09Z,416,SYNTHETIC
CR000729,PH000090,8423383349,2025-10-18T06:55:23Z,977,SYNTHETIC
CR000730,PH000307,9691205383,2025-07-31T03:48:27Z,1573,SYNTHETIC
CR000731,PH000029,9237983037,2025-03-13T05:36:00Z,1453,SYNTHETIC
CR000732,PH000179,8190723856,2026-04-04T21:04:00Z,782,SYNTHETIC
CR000733,PH000407,6704478639,2026-03-12T10:56:23Z,1420,SYNTHETIC
CR000734,PH000054,6190003790,2024-12-05T23:37:30Z,91,SYNTHETIC
CR000735,PH000250,7465035321,2025-06-04T20:30:36Z,1700,SYNTHETIC
CR000736,PH000239,7822843406,2024-12-23T01:01:50Z,1149,SYNTHETIC
CR000737,PH000244,6361253010,2025-04-28T03:35:37Z,235,SYNTHETIC
CR000738,PH000279,7182509815,2026-01-25T20:51:25Z,1052,SYNTHETIC
CR000739,PH000338,8857245991,2024-12-02T02:56:30Z,1450,SYNTHETIC
CR000740,PH000094,7606749938,2025-08-07T13:24:53Z,428,SYNTHETIC
CR000741,PH000061,8268648378,2025-10-22T04:01:08Z,1392,SYNTHETIC
CR000742,PH000212,7132365991,2026-01-11T22:08:27Z,1523,SYNTHETIC
CR000743,PH000432,6022608653,2024-03-17T10:26:23Z,1285,SYNTHETIC
CR000744,PH000303,7314076479,2024-11-08T08:42:13Z,1647,SYNTHETIC
CR000745,PH000100,7258965734,2024-02-05T19:28:28Z,691,SYNTHETIC
CR000746,PH000344,8644261243,2026-08-19T21:34:35Z,1362,SYNTHETIC
CR000747,PH000366,7804141328,2024-08-11T00:07:46Z,1112,SYNTHETIC
CR000748,PH000094,9445990646,2025-02-12T18:46:17Z,1111,SYNTHETIC
CR000749,PH000348,7626051407,2024-07-19T06:25:24Z,1316,SYNTHETIC
CR000750,PH000196,7238414597,2026-03-02T13:50:50Z,1792,SYNTHETIC
CR000751,PH000428,8453016278,2026-06-27T21:24:40Z,590,SYNTHETIC
CR000752,PH000313,8161743180,2024-09-10T23:31:48Z,1720,SYNTHETIC
CR000753,PH000071,8005338894,2025-03-01T19:50:20Z,484,SYNTHETIC
CR000754,PH000194,6405712160,2024-02-21T20:33:05Z,1577,SYNTHETIC
CR000755,PH000032,7815260768,2026-07-01T14:08:08Z,706,SYNTHETIC
CR000756,PH000061,7897036482,2025-09-12T20:58:03Z,151,SYNTHETIC
CR000757,PH000325,7819081764,2024-04-10T16:14:01Z,1577,SYNTHETIC
CR000758,PH000246,6689843415,2026-05-29T18:54:57Z,636,SYNTHETIC
CR000759,PH000175,7298329230,2026-07-06T18:28:32Z,1771,SYNTHETIC
CR000760,PH000064,6108894902,2026-05-10T08:34:56Z,733,SYNTHETIC
CR000761,PH000195,7934074467,2024-08-05T15:02:50Z,1713,SYNTHETIC
CR000762,PH000049,7888753404,2024-05-18T02:51:53Z,1257,SYNTHETIC
CR000763,PH000132,6955796177,2024-09-30T12:49:17Z,1047,SYNTHETIC
CR000764,PH000364,9036959815,2025-03-18T11:34:12Z,800,SYNTHETIC
CR000765,PH000009,6197550468,2025-12-27T09:49:28Z,976,SYNTHETIC
CR000766,PH000272,6338583094,2026-06-18T19:03:59Z,509,SYNTHETIC
CR000767,PH000367,8660008404,2025-11-24T02:38:13Z,621,SYNTHETIC
CR000768,PH000046,9811757678,2024-03-28T04:01:57Z,1694,SYNTHETIC
CR000769,PH000174,7255481529,2024-10-25T23:29:37Z,907,SYNTHETIC
CR000770,PH000060,7647439055,2025-06-22T08:02:25Z,761,SYNTHETIC
CR000771,PH000181,6443834177,2024-06-13T19:53:24Z,1468,SYNTHETIC
CR000772,PH000290,6225565384,2025-01-29T15:16:05Z,169,SYNTHETIC
CR000773,PH000125,9946560538,2026-05-25T23:22:37Z,1709,SYNTHETIC
CR000774,PH000225,8612759480,2024-11-17T09:45:25Z,496,SYNTHETIC
CR000775,PH000195,7238414597,2025-08-25T22:31:10Z,1054,SYNTHETIC
CR000776,PH000027,6207534846,2025-08-01T08:58:28Z,48,SYNTHETIC
CR000777,PH000339,8070328730,2025-07-24T13:18:29Z,746,SYNTHETIC
CR000778,PH000279,9650868313,2024-10-11T21:07:48Z,772,SYNTHETIC
CR000779,PH000070,7778410944,2026-08-30T14:28:15Z,1767,SYNTHETIC
CR000780,PH000007,7310306730,2024-11-07T18:01:41Z,514,SYNTHETIC
CR000781,PH000422,7271058419,2025-04-04T02:15:28Z,1214,SYNTHETIC
CR000782,PH000058,7934074467,2024-05-27T18:50:09Z,1216,SYNTHETIC
CR000783,PH000195,6405712160,2024-02-14T10:21:23Z,1249,SYNTHETIC
CR000784,PH000360,9713598720,2025-09-07T03:01:19Z,1342,SYNTHETIC
CR000785,PH000251,6054805860,2025-12-13T03:09:06Z,1617,SYNTHETIC
CR000786,PH000098,7411865377,2026-06-04T15:48:27Z,810,SYNTHETIC
CR000787,PH000346,7532008136,2024-05-03T10:15:22Z,1488,SYNTHETIC
CR000788,PH000124,8918890383,2024-10-11T17:40:25Z,625,SYNTHETIC
CR000789,PH000067,6113464160,2025-04-02T16:32:08Z,1477,SYNTHETIC
CR000790,PH000093,8180710203,2026-05-12T21:00:58Z,1145,SYNTHETIC
CR000791,PH000249,8715779192,2024-08-03T21:07:22Z,269,SYNTHETIC
CR000792,PH000370,8391233835,2025-12-13T09:56:34Z,890,SYNTHETIC
CR000793,PH000312,9691205383,2025-03-15T01:02:20Z,662,SYNTHETIC
CR000794,PH000197,8460253107,2026-05-29T07:49:53Z,493,SYNTHETIC
CR000795,PH000026,9653943537,2024-12-04T14:35:44Z,393,SYNTHETIC
CR000796,PH000287,9576202334,2026-03-13T16:58:39Z,1660,SYNTHETIC
CR000797,PH000153,8162074407,2024-05-19T14:04:00Z,1475,SYNTHETIC
CR000798,PH000084,9614744653,2024-07-11T06:31:14Z,146,SYNTHETIC
CR000799,PH000261,7441718125,2025-02-13T01:24:42Z,1370,SYNTHETIC
CR000800,PH000071,6338583094,2026-04-25T23:09:57Z,1048,SYNTHETIC
CR000801,PH000235,8763734315,2025-02-06T16:05:37Z,997,SYNTHETIC
CR000802,PH000240,7576027878,2024-01-08T03:44:36Z,240,SYNTHETIC
CR000803,PH000216,8887939308,2024-04-03T01:00:46Z,1573,SYNTHETIC
CR000804,PH000244,8715779192,2024-03-24T00:35:14Z,1033,SYNTHETIC
CR000805,PH000088,8165961757,2025-08-03T17:35:50Z,581,SYNTHETIC
CR000806,PH000139,7358305987,2026-06-01T10:09:49Z,1100,SYNTHETIC
CR000807,PH000155,8781973182,2024-01-08T20:54:11Z,407,SYNTHETIC
CR000808,PH000342,7305789426,2026-06-24T14:36:36Z,20,SYNTHETIC
CR000809,PH000326,8552362285,2024-01-06T12:41:01Z,1115,SYNTHETIC
CR000810,PH000285,7238414597,2025-11-24T15:45:01Z,394,SYNTHETIC
CR000811,PH000157,8450778136,2026-05-06T17:57:36Z,282,SYNTHETIC
CR000812,PH000179,8279853154,2026-08-22T06:32:51Z,1560,SYNTHETIC
CR000813,PH000184,8809755527,2025-09-11T01:29:17Z,1678,SYNTHETIC
CR000814,PH000076,7934074467,2025-08-11T07:42:52Z,131,SYNTHETIC
CR000815,PH000294,9647543003,2025-02-01T09:29:59Z,330,SYNTHETIC
CR000816,PH000423,6127416934,2026-04-11T12:24:11Z,774,SYNTHETIC
CR000817,PH000049,8798668534,2024-09-05T21:11:31Z,759,SYNTHETIC
CR000818,PH000362,7255481529,2025-03-19T18:35:55Z,701,SYNTHETIC
CR000819,PH000310,7482196961,2026-08-06T05:39:35Z,1059,SYNTHETIC
CR000820,PH000393,7876135161,2024-08-05T17:08:45Z,174,SYNTHETIC
CR000821,PH000027,7047247983,2024-09-23T14:23:27Z,227,SYNTHETIC
CR000822,PH000143,8886168045,2025-09-15T22:11:29Z,1508,SYNTHETIC
CR000823,PH000361,6406395537,2024-11-20T23:52:04Z,1697,SYNTHETIC
CR000824,PH000154,9415634628,2025-05-31T21:18:49Z,1151,SYNTHETIC
CR000825,PH000426,9608227986,2025-08-14T14:58:47Z,235,SYNTHETIC
CR000826,PH000027,8364578784,2024-08-22T13:38:36Z,375,SYNTHETIC
CR000827,PH000124,8083118823,2024-01-11T10:01:28Z,233,SYNTHETIC
CR000828,PH000271,7611657175,2024-10-07T03:24:06Z,1112,SYNTHETIC
CR000829,PH000030,7897036482,2026-05-09T12:51:55Z,165,SYNTHETIC
CR000830,PH000187,6265117603,2026-05-13T08:48:07Z,1476,SYNTHETIC
CR000831,PH000026,6528577578,2024-09-28T13:26:24Z,386,SYNTHETIC
CR000832,PH000060,6197550468,2026-08-03T04:19:11Z,1546,SYNTHETIC
CR000833,PH000296,8190723856,2024-09-24T01:43:32Z,1181,SYNTHETIC
CR000834,PH000181,9771538882,2025-09-20T20:45:21Z,812,SYNTHETIC
CR000835,PH000168,8938124668,2025-09-05T22:32:39Z,1449,SYNTHETIC
CR000836,PH000002,7557621965,2024-08-15T05:20:18Z,270,SYNTHETIC
CR000837,PH000125,8142800073,2024-12-09T04:03:37Z,831,SYNTHETIC
CR000838,PH000090,8499200903,2026-02-15T13:49:18Z,370,SYNTHETIC
CR000839,PH000352,8767233357,2024-10-04T19:47:59Z,790,SYNTHETIC
CR000840,PH000081,9442286919,2025-06-27T04:52:35Z,744,SYNTHETIC
CR000841,PH000036,7482196961,2024-07-26T21:23:18Z,697,SYNTHETIC
CR000842,PH000179,6265117603,2024-03-05T20:30:00Z,1243,SYNTHETIC
CR000843,PH000186,8809755527,2024-09-10T17:15:37Z,852,SYNTHETIC
CR000844,PH000202,9457169284,2026-02-27T09:35:22Z,913,SYNTHETIC
CR000845,PH000396,9532893694,2024-12-14T13:44:27Z,516,SYNTHETIC
CR000846,PH000381,8521560372,2024-11-27T11:42:28Z,1342,SYNTHETIC
CR000847,PH000126,7242671685,2025-01-15T04:45:38Z,1318,SYNTHETIC
CR000848,PH000042,9694731843,2025-01-24T17:22:20Z,557,SYNTHETIC
CR000849,PH000062,8084743914,2025-05-10T12:01:08Z,54,SYNTHETIC
CR000850,PH000093,8453016278,2025-07-27T01:14:43Z,907,SYNTHETIC
CR000851,PH000254,6012288091,2024-12-28T11:38:55Z,394,SYNTHETIC
CR000852,PH000170,6156863161,2024-05-05T20:15:50Z,1499,SYNTHETIC
CR000853,PH000428,7366362689,2026-03-15T23:30:27Z,1735,SYNTHETIC
CR000854,PH000021,8499200903,2025-08-22T10:29:12Z,1109,SYNTHETIC
CR000855,PH000294,6156863161,2026-05-21T10:56:57Z,616,SYNTHETIC
CR000856,PH000010,6752599105,2024-10-08T04:14:54Z,629,SYNTHETIC
CR000857,PH000181,8279853154,2025-08-07T05:15:09Z,593,SYNTHETIC
CR000858,PH000194,7080948287,2025-12-26T02:03:29Z,799,SYNTHETIC
CR000859,PH000250,8461281435,2024-11-25T23:54:03Z,58,SYNTHETIC
CR000860,PH000171,7956038505,2025-05-26T12:37:35Z,575,SYNTHETIC
CR000861,PH000143,7011053686,2025-08-14T23:10:33Z,1759,SYNTHETIC
CR000862,PH000188,8809755527,2025-12-15T19:03:12Z,778,SYNTHETIC
CR000863,PH000059,8918890383,2026-03-15T00:38:37Z,359,SYNTHETIC
CR000864,PH000228,8887939308,2024-04-02T18:27:09Z,1333,SYNTHETIC
CR000865,PH000091,9682643107,2025-03-23T14:29:15Z,1461,SYNTHETIC
CR000866,PH000176,8279853154,2024-09-04T05:38:54Z,1182,SYNTHETIC
CR000867,PH000183,6265117603,2025-02-17T22:44:52Z,1439,SYNTHETIC
CR000868,PH000393,6361253010,2024-12-16T11:55:49Z,214,SYNTHETIC
CR000869,PH000240,7532008136,2025-04-20T03:26:33Z,1425,SYNTHETIC
CR000870,PH000200,8270533609,2024-03-05T06:20:54Z,1459,SYNTHETIC
CR000871,PH000325,6018272488,2024-05-02T14:01:51Z,749,SYNTHETIC
CR000872,PH000047,7668675368,2025-01-23T12:05:54Z,859,SYNTHETIC
CR000873,PH000252,7305789426,2024-04-06T04:56:23Z,854,SYNTHETIC
CR000874,PH000082,6685017796,2024-10-30T18:13:32Z,1440,SYNTHETIC
CR000875,PH000217,9010429610,2025-06-20T21:23:16Z,1173,SYNTHETIC
CR000876,PH000094,7972068975,2024-07-30T10:30:06Z,1119,SYNTHETIC
CR000877,PH000236,8660942447,2025-02-08T13:47:27Z,1436,SYNTHETIC
CR000878,PH000188,7540931288,2025-07-20T07:24:17Z,556,SYNTHETIC
CR000879,PH000140,6598549808,2024-11-06T13:56:26Z,689,SYNTHETIC
CR000880,PH000280,9682643107,2026-01-07T06:54:00Z,743,SYNTHETIC
CR000881,PH000213,7918035040,2024-11-22T18:06:25Z,1672,SYNTHETIC
CR000882,PH000146,7757911544,2024-07-05T06:44:05Z,1100,SYNTHETIC
CR000883,PH000212,8887939308,2026-08-22T08:13:50Z,1674,SYNTHETIC
CR000884,PH000314,8857245991,2024-01-21T10:08:19Z,212,SYNTHETIC
CR000885,PH000205,8756732853,2024-03-23T12:30:11Z,1097,SYNTHETIC
CR000886,PH000273,9237983037,2024-10-16T02:20:59Z,384,SYNTHETIC
CR000887,PH000162,8402039702,2024-03-17T23:40:44Z,69,SYNTHETIC
CR000888,PH000217,6559491558,2024-02-06T02:08:20Z,447,SYNTHETIC
CR000889,PH000250,9924598942,2026-01-23T20:30:40Z,141,SYNTHETIC
CR000890,PH000103,7879654298,2026-01-24T01:16:34Z,27,SYNTHETIC
CR000891,PH000084,8014558622,2025-07-26T05:53:58Z,837,SYNTHETIC
CR000892,PH000311,7582430397,2024-09-15T07:39:00Z,39,SYNTHETIC
CR000893,PH000001,6391604030,2025-12-08T06:47:59Z,491,SYNTHETIC
CR000894,PH000305,8142800073,2025-09-25T20:25:37Z,618,SYNTHETIC
CR000895,PH000176,9356786959,2024-01-14T13:24:48Z,953,SYNTHETIC
CR000896,PH000103,7879654298,2025-03-05T17:50:07Z,961,SYNTHETIC
CR000897,PH000099,7972068975,2024-04-23T03:00:14Z,825,SYNTHETIC
CR000898,PH000047,9773438064,2026-08-30T15:01:38Z,401,SYNTHETIC
CR000899,PH000124,8142800073,2024-08-26T06:04:19Z,623,SYNTHETIC
CR000900,PH000093,8168564407,2024-06-05T22:02:56Z,892,SYNTHETIC
CR000901,PH000097,6971544196,2024-06-19T03:09:34Z,116,SYNTHETIC
CR000902,PH000328,9839654741,2025-02-16T03:33:08Z,1512,SYNTHETIC
CR000903,PH000430,9492921572,2025-11-07T14:53:18Z,1475,SYNTHETIC
CR000904,PH000140,8180710203,2026-07-26T23:09:54Z,682,SYNTHETIC
CR000905,PH000006,9010429610,2024-08-10T09:53:13Z,592,SYNTHETIC
CR000906,PH000343,6496365877,2025-11-09T20:44:33Z,1244,SYNTHETIC
CR000907,PH000212,6915655993,2024-01-25T19:49:51Z,1362,SYNTHETIC
CR000908,PH000337,6593801621,2024-06-15T12:52:59Z,1481,SYNTHETIC
CR000909,PH000433,7465035321,2026-01-21T08:21:26Z,983,SYNTHETIC
CR000910,PH000032,7897036482,2024-03-30T04:19:43Z,690,SYNTHETIC
CR000911,PH000353,7217772180,2025-03-08T20:25:23Z,73,SYNTHETIC
CR000912,PH000277,7910532547,2025-09-18T04:50:47Z,1231,SYNTHETIC
CR000913,PH000187,9576202334,2024-02-04T00:13:28Z,1665,SYNTHETIC
CR000914,PH000275,6879068868,2025-10-02T03:46:51Z,193,SYNTHETIC
CR000915,PH000047,9694731843,2024-02-23T19:05:05Z,1363,SYNTHETIC
CR000916,PH000253,8186315895,2026-01-21T02:52:25Z,1244,SYNTHETIC
CR000917,PH000177,9356786959,2025-05-07T05:39:04Z,396,SYNTHETIC
CR000918,PH000201,6328694575,2024-06-07T03:02:55Z,270,SYNTHETIC
CR000919,PH000224,8767233357,2026-02-20T14:31:39Z,196,SYNTHETIC
CR000920,PH000026,6132790567,2026-06-14T21:52:15Z,1461,SYNTHETIC
CR000921,PH000155,7557621965,2026-02-23T08:00:50Z,1516,SYNTHETIC
CR000922,PH000125,7332689364,2024-02-22T06:24:10Z,1653,SYNTHETIC
CR000923,PH000362,9960013487,2025-03-03T00:26:26Z,153,SYNTHETIC
CR000924,PH000209,8053223350,2024-02-22T06:22:45Z,1208,SYNTHETIC
CR000925,PH000434,6265117603,2025-05-24T05:15:52Z,111,SYNTHETIC
CR000926,PH000225,6559491558,2025-01-26T20:59:28Z,1472,SYNTHETIC
CR000927,PH000146,9994038472,2026-02-23T01:09:40Z,1697,SYNTHETIC
CR000928,PH000301,8243325070,2025-05-28T17:55:09Z,657,SYNTHETIC
CR000929,PH000057,9880201084,2026-05-20T12:46:27Z,1007,SYNTHETIC
CR000930,PH000290,6696806784,2025-04-15T19:26:01Z,190,SYNTHETIC
CR000931,PH000125,7802922242,2025-06-18T16:23:49Z,347,SYNTHETIC
CR000932,PH000162,6679658140,2024-01-29T11:41:47Z,1446,SYNTHETIC
CR000933,PH000087,9880201084,2025-03-10T03:54:18Z,1232,SYNTHETIC
CR000934,PH000429,8569658353,2024-04-16T07:25:40Z,780,SYNTHETIC
CR000935,PH000141,9759893654,2024-09-27T19:27:28Z,1525,SYNTHETIC
CR000936,PH000429,9532893694,2024-03-15T23:43:57Z,1303,SYNTHETIC
CR000937,PH000423,6966927819,2024-08-13T10:25:59Z,1149,SYNTHETIC
CR000938,PH000274,7231119018,2025-04-02T00:32:51Z,1599,SYNTHETIC
CR000939,PH000073,6113464160,2024-07-26T22:47:27Z,917,SYNTHETIC
CR000940,PH000309,9832551508,2025-07-10T12:10:05Z,172,SYNTHETIC
CR000941,PH000224,7132365991,2026-07-03T00:55:32Z,340,SYNTHETIC
CR000942,PH000428,8453016278,2024-09-15T22:39:04Z,121,SYNTHETIC
CR000943,PH000037,7482196961,2024-09-06T01:48:23Z,827,SYNTHETIC
CR000944,PH000009,7737352525,2026-07-22T00:23:10Z,1537,SYNTHETIC
CR000945,PH000314,9682643107,2026-07-07T04:20:05Z,1729,SYNTHETIC
CR000946,PH000236,8715924397,2024-11-03T05:01:57Z,45,SYNTHETIC
CR000947,PH000054,8919954309,2024-02-26T13:54:34Z,1305,SYNTHETIC
CR000948,PH000099,8499200903,2024-05-24T19:59:59Z,1182,SYNTHETIC
CR000949,PH000275,8096327120,2024-06-28T23:11:37Z,82,SYNTHETIC
CR000950,PH000195,6405712160,2026-06-09T15:02:33Z,1163,SYNTHETIC
CR000951,PH000225,9084637462,2025-08-21T10:25:13Z,1064,SYNTHETIC
CR000952,PH000383,8516651964,2024-09-26T21:26:55Z,222,SYNTHETIC
CR000953,PH000071,9832551508,2024-04-18T18:10:52Z,1787,SYNTHETIC
CR000954,PH000223,8715924397,2026-05-24T16:18:16Z,595,SYNTHETIC
CR000955,PH000181,8023866353,2026-05-11T21:55:57Z,1060,SYNTHETIC
CR000956,PH000282,7815260768,2025-04-22T13:03:12Z,91,SYNTHETIC
CR000957,PH000341,6539759641,2026-07-11T19:39:34Z,1002,SYNTHETIC
CR000958,PH000026,7809804539,2024-08-16T04:41:26Z,57,SYNTHETIC
CR000959,PH000142,9932878900,2024-09-26T21:04:05Z,980,SYNTHETIC
CR000960,PH000222,7132365991,2025-08-11T04:42:00Z,95,SYNTHETIC
CR000961,PH000026,7815260768,2024-03-18T10:55:42Z,1101,SYNTHETIC
CR000962,PH000166,7935143097,2024-09-27T10:33:18Z,1084,SYNTHETIC
CR000963,PH000043,6406395537,2024-07-09T18:30:35Z,1278,SYNTHETIC
CR000964,PH000094,9900003731,2024-07-30T05:48:11Z,382,SYNTHETIC
CR000965,PH000309,9429713771,2025-05-12T04:04:53Z,129,SYNTHETIC
CR000966,PH000146,7011053686,2025-03-07T04:04:50Z,352,SYNTHETIC
CR000967,PH000138,8070328730,2026-07-09T02:46:25Z,39,SYNTHETIC
CR000968,PH000333,9839654741,2025-12-22T07:12:13Z,903,SYNTHETIC
CR000969,PH000094,6447950393,2024-02-25T09:33:42Z,810,SYNTHETIC
CR000970,PH000125,8284150710,2025-03-15T18:51:42Z,1236,SYNTHETIC
CR000971,PH000200,7080948287,2025-09-20T19:44:25Z,923,SYNTHETIC
CR000972,PH000279,8644261243,2024-09-07T06:41:34Z,254,SYNTHETIC
CR000973,PH000152,7972068975,2026-01-29T05:08:03Z,895,SYNTHETIC
CR000974,PH000089,6835630773,2024-01-24T22:04:14Z,1734,SYNTHETIC
CR000975,PH000195,8284150710,2024-12-30T22:28:06Z,1533,SYNTHETIC
CR000976,PH000010,8835862546,2024-02-14T16:41:49Z,1036,SYNTHETIC
CR000977,PH000429,7153632468,2026-01-24T12:22:30Z,1097,SYNTHETIC
CR000978,PH000423,6623573170,2026-02-08T11:04:26Z,1591,SYNTHETIC
CR000979,PH000241,8017857891,2025-10-26T12:13:43Z,96,SYNTHETIC
CR000980,PH000004,9083422436,2024-10-18T18:50:49Z,819,SYNTHETIC
CR000981,PH000099,9900003731,2024-07-20T19:06:03Z,1091,SYNTHETIC
CR000982,PH000422,9924802355,2024-04-15T02:34:20Z,1528,SYNTHETIC
CR000983,PH000057,8161743180,2024-12-16T15:12:34Z,620,SYNTHETIC
CR000984,PH000421,9396803911,2024-02-27T07:43:24Z,1725,SYNTHETIC
CR000985,PH000337,6443834177,2025-05-04T00:49:32Z,1254,SYNTHETIC
CR000986,PH000122,7819081764,2026-01-22T17:18:48Z,1364,SYNTHETIC
CR000987,PH000371,8767233357,2024-05-19T10:58:00Z,911,SYNTHETIC
CR000988,PH000001,8798668534,2024-06-08T08:42:36Z,444,SYNTHETIC
CR000989,PH000067,6623573170,2025-02-22T10:41:37Z,556,SYNTHETIC
CR000990,PH000244,9109231444,2024-12-07T19:02:40Z,1267,SYNTHETIC
CR000991,PH000041,7611657175,2024-01-15T06:08:46Z,684,SYNTHETIC
CR000992,PH000244,6880738831,2025-01-09T01:07:03Z,1303,SYNTHETIC
CR000993,PH000040,9237983037,2024-08-16T02:14:27Z,118,SYNTHETIC
CR000994,PH000203,9867366603,2024-05-15T15:18:18Z,1631,SYNTHETIC
CR000995,PH000158,9074715187,2025-10-25T19:27:11Z,1243,SYNTHETIC
CR000996,PH000237,9010429610,2024-03-18T11:02:17Z,1488,SYNTHETIC
CR000997,PH000212,7132365991,2025-08-20T16:39:25Z,131,SYNTHETIC
CR000998,PH000031,8755061085,2025-09-12T13:48:31Z,362,SYNTHETIC
CR000999,PH000228,6412679134,2025-12-21T00:51:39Z,449,SYNTHETIC
CR001000,PH000042,6190003790,2025-10-05T11:31:52Z,1442,SYNTHETIC
CR001001,PH000268,9650868313,2025-09-29T23:06:11Z,375,SYNTHETIC
CR001002,PH000096,8548242505,2026-04-15T00:30:29Z,488,SYNTHETIC
CR001003,PH000126,7701464093,2025-10-02T03:23:12Z,1090,SYNTHETIC
CR001004,PH000233,7532008136,2025-12-21T15:12:25Z,1772,SYNTHETIC
CR001005,PH000139,8180710203,2026-07-15T12:13:05Z,250,SYNTHETIC
CR001006,PH000237,9647543003,2025-08-18T20:50:39Z,758,SYNTHETIC
CR001007,PH000150,6647670893,2025-11-12T19:13:55Z,1058,SYNTHETIC
CR001008,PH000062,9946560538,2024-01-08T22:40:11Z,264,SYNTHETIC
CR001009,PH000047,8552362285,2026-05-30T11:52:02Z,1586,SYNTHETIC
CR001010,PH000106,9960013487,2024-09-25T03:37:42Z,410,SYNTHETIC
