id,source_record_id,source_record_type,entity_text,entity_type,confidence,span_start,span_end,extraction_model,resolved_entity_id,created_at
EM001251,FR000059,FIR,Section 120B IPC,LEGAL_SECTION,0.85,661,677,drishyam-ner-v1,,2026-09-07T05:41:13.336171Z
EM001252,FR000060,FIR,Complainant Abha Ramanathan,PERSON,0.78,0,27,drishyam-ner-v1,,2026-09-07T05:41:13.337832Z
EM001253,FR000060,FIR,Coimbatore,PERSON,0.78,41,51,drishyam-ner-v1,,2026-09-07T05:41:13.337837Z
EM001254,FR000060,FIR,Section,PERSON,0.78,66,73,drishyam-ner-v1,,2026-09-07T05:41:13.337841Z
EM001255,FR000060,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,66,82,drishyam-ner-v1,,2026-09-07T05:41:13.337845Z
EM001256,FR000060,FIR,08-Nov-2024,DATE,0.8,96,107,drishyam-ner-v1,,2026-09-07T05:41:13.337848Z
EM001257,FR000060,FIR,Nov,PERSON,0.78,99,102,drishyam-ner-v1,,2026-09-07T05:41:13.337852Z
EM001258,FR000060,FIR,09-Nov-2024,DATE,0.8,112,123,drishyam-ner-v1,,2026-09-07T05:41:13.337855Z
EM001259,FR000060,FIR,Nov,PERSON,0.78,115,118,drishyam-ner-v1,,2026-09-07T05:41:13.337859Z
EM001260,FR000060,FIR,Varenya Grover,PERSON,0.78,125,139,drishyam-ner-v1,P000165,2026-09-07T05:41:13.337862Z
EM001261,FR000060,FIR,Silk,PERSON,0.78,147,151,drishyam-ner-v1,,2026-09-07T05:41:13.337866Z
EM001262,FR000060,FIR,Aishani Dey,PERSON,0.78,157,168,drishyam-ner-v1,P000060,2026-09-07T05:41:13.337870Z
EM001263,FR000060,FIR,Eastern Arc Outfit,GANG,0.82,181,199,drishyam-ner-v1,ORG000010,2026-09-07T05:41:13.337873Z
EM001264,FR000060,FIR,A/C XXXX6044,BANK_ACCOUNT,0.85,228,240,drishyam-ner-v1,AC000072,2026-09-07T05:41:13.337876Z
EM001265,FR000060,FIR,04/11/2024,DATE,0.8,296,306,drishyam-ner-v1,,2026-09-07T05:41:13.337880Z
EM001266,FR000060,FIR,A/C XXXX6044,BANK_ACCOUNT,0.85,353,365,drishyam-ner-v1,AC000072,2026-09-07T05:41:13.337884Z
EM001267,FR000060,FIR,Suspects,PERSON,0.78,385,393,drishyam-ner-v1,,2026-09-07T05:41:13.337888Z
EM001268,FR000060,FIR,9270598443,PHONE,0.97,405,415,drishyam-ner-v1,PH000207,2026-09-07T05:41:13.337891Z
EM001269,FR000060,FIR,Varenya Grover,PERSON,0.78,459,473,drishyam-ner-v1,P000165,2026-09-07T05:41:13.337895Z
EM001270,FR000060,FIR,Sulur Check Post,PERSON,0.78,493,509,drishyam-ner-v1,,2026-09-07T05:41:13.337898Z
EM001271,FR000060,FIR,TN20 LE 3366,VEHICLE,0.9,544,556,drishyam-ner-v1,VH000111,2026-09-07T05:41:13.337902Z
EM001272,FR000060,FIR,Number,PERSON,0.78,562,568,drishyam-ner-v1,,2026-09-07T05:41:13.337905Z
EM001273,FR000060,FIR,FIR-2024-0058,FIR_NUMBER,0.95,569,582,drishyam-ner-v1,,2026-09-07T05:41:13.337909Z
EM001274,FR000060,FIR,Case Number,LOCATION,0.7,600,611,drishyam-ner-v1,,2026-09-07T05:41:13.337912Z
EM001275,FR000060,FIR,CASE-0051,CASE_NUMBER,0.95,612,621,drishyam-ner-v1,,2026-09-07T05:41:13.337916Z
EM001276,FR000060,FIR,Section,PERSON,0.78,641,648,drishyam-ner-v1,,2026-09-07T05:41:13.337919Z
EM001277,FR000060,FIR,Section,PERSON,0.78,660,667,drishyam-ner-v1,,2026-09-07T05:41:13.337923Z
EM001278,FR000060,FIR,Section 120B IPC,LEGAL_SECTION,0.85,660,676,drishyam-ner-v1,,2026-09-07T05:41:13.337926Z
EM001279,FR000061,FIR,Complainant Rudra Manne,PERSON,0.78,0,23,drishyam-ner-v1,,2026-09-07T05:41:13.340066Z
EM001280,FR000061,FIR,Chennai,PERSON,0.78,37,44,drishyam-ner-v1,,2026-09-07T05:41:13.340071Z
EM001281,FR000061,FIR,Section,PERSON,0.78,59,66,drishyam-ner-v1,,2026-09-07T05:41:13.340074Z
EM001282,FR000061,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,59,75,drishyam-ner-v1,,2026-09-07T05:41:13.340078Z
EM001283,FR000061,FIR,26-Dec-2023,DATE,0.8,89,100,drishyam-ner-v1,,2026-09-07T05:41:13.340082Z
EM001284,FR000061,FIR,Dec,PERSON,0.78,92,95,drishyam-ner-v1,,2026-09-07T05:41:13.340085Z
EM001285,FR000061,FIR,04-Jan-2024,DATE,0.8,105,116,drishyam-ner-v1,,2026-09-07T05:41:13.340089Z
EM001286,FR000061,FIR,Jan,PERSON,0.78,108,111,drishyam-ner-v1,,2026-09-07T05:41:13.340092Z
EM001287,FR000061,FIR,Lakshit Singhal,PERSON,0.78,118,133,drishyam-ner-v1,P000198,2026-09-07T05:41:13.340095Z
EM001288,FR000061,FIR,Wriddhish Kumer,PERSON,0.78,154,169,drishyam-ner-v1,P000200,2026-09-07T05:41:13.340099Z
EM001289,FR000061,FIR,Steel Falcon Gang,GANG,0.82,182,199,drishyam-ner-v1,ORG000012,2026-09-07T05:41:13.340102Z
EM001290,FR000061,FIR,A/C XXXX6482,BANK_ACCOUNT,0.85,228,240,drishyam-ner-v1,AC000235,2026-09-07T05:41:13.340106Z
EM001291,FR000061,FIR,24/12/2023,DATE,0.8,296,306,drishyam-ner-v1,,2026-09-07T05:41:13.340109Z
EM001292,FR000061,FIR,A/C XXXX6482,BANK_ACCOUNT,0.85,354,366,drishyam-ner-v1,AC000235,2026-09-07T05:41:13.340113Z
EM001293,FR000061,FIR,Suspects,PERSON,0.78,386,394,drishyam-ner-v1,,2026-09-07T05:41:13.340116Z
EM001294,FR000061,FIR,7305789426,PHONE,0.97,406,416,drishyam-ner-v1,PH000246,2026-09-07T05:41:13.340119Z
EM001295,FR000061,FIR,Lakshit Singhal,PERSON,0.78,460,475,drishyam-ner-v1,P000198,2026-09-07T05:41:13.340123Z
EM001296,FR000061,FIR,Sowdambika Layout Night,PERSON,0.78,495,518,drishyam-ner-v1,,2026-09-07T05:41:13.340126Z
EM001297,FR000061,FIR,Bazaar,PERSON,0.78,519,525,drishyam-ner-v1,,2026-09-07T05:41:13.340130Z
EM001298,FR000061,FIR,TN25 DG 7603,VEHICLE,0.9,560,572,drishyam-ner-v1,VH000133,2026-09-07T05:41:13.340133Z
EM001299,FR000061,FIR,Number,PERSON,0.78,578,584,drishyam-ner-v1,,2026-09-07T05:41:13.340137Z
EM001300,FR000061,FIR,FIR-2024-0059,FIR_NUMBER,0.95,585,598,drishyam-ner-v1,,2026-09-07T05:41:13.340140Z
EM001301,FR000061,FIR,Case Number,LOCATION,0.7,616,627,drishyam-ner-v1,,2026-09-07T05:41:13.340144Z
EM001302,FR000061,FIR,CASE-0052,CASE_NUMBER,0.95,628,637,drishyam-ner-v1,,2026-09-07T05:41:13.340147Z
EM001303,FR000061,FIR,Section,PERSON,0.78,657,664,drishyam-ner-v1,,2026-09-07T05:41:13.340150Z
EM001304,FR000061,FIR,Section 120B IPC,LEGAL_SECTION,0.85,657,673,drishyam-ner-v1,,2026-09-07T05:41:13.340153Z
EM001305,FR000061,FIR,Section,PERSON,0.78,678,685,drishyam-ner-v1,,2026-09-07T05:41:13.340157Z
EM001306,FR000061,FIR,Section 120B IPC,LEGAL_SECTION,0.85,678,694,drishyam-ner-v1,,2026-09-07T05:41:13.340160Z
EM001307,FR000062,FIR,13/10/2025,DATE,0.8,3,13,drishyam-ner-v1,,2026-09-07T05:41:13.341878Z
EM001308,FR000062,FIR,Eta Agarwal,PERSON,0.78,46,57,drishyam-ner-v1,P000447,2026-09-07T05:41:13.341882Z
EM001309,FR000062,FIR,Mylapore City Police,PERSON,0.78,73,93,drishyam-ner-v1,,2026-09-07T05:41:13.341885Z
EM001310,FR000062,FIR,Station,LOCATION,0.7,94,101,drishyam-ner-v1,,2026-09-07T05:41:13.341889Z
EM001311,FR000062,FIR,Salem,PERSON,0.78,103,108,drishyam-ner-v1,,2026-09-07T05:41:13.341892Z
EM001312,FR000062,FIR,Umang Nadkarni,PERSON,0.78,113,127,drishyam-ner-v1,P000144,2026-09-07T05:41:13.341896Z
EM001313,FR000062,FIR,Silk,PERSON,0.78,135,139,drishyam-ner-v1,,2026-09-07T05:41:13.341899Z
EM001314,FR000062,FIR,Kashish Venkatesh,PERSON,0.78,145,162,drishyam-ner-v1,P000138,2026-09-07T05:41:13.341903Z
EM001315,FR000062,FIR,Black Lotus Network,GANG,0.82,179,198,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.341907Z
EM001316,FR000062,FIR,Umang Nadkarni,PERSON,0.78,276,290,drishyam-ner-v1,P000144,2026-09-07T05:41:13.341911Z
EM001317,FR000062,FIR,7060782485,PHONE,0.97,324,334,drishyam-ner-v1,PH000183,2026-09-07T05:41:13.341914Z
EM001318,FR000062,FIR,TN27 NM 8595,VEHICLE,0.9,372,384,drishyam-ner-v1,,2026-09-07T05:41:13.341917Z
EM001319,FR000062,FIR,22-Oct-2025,DATE,0.8,398,409,drishyam-ner-v1,,2026-09-07T05:41:13.341921Z
EM001320,FR000062,FIR,Oct,PERSON,0.78,401,404,drishyam-ner-v1,,2026-09-07T05:41:13.341924Z
EM001321,FR000062,FIR,Number,PERSON,0.78,415,421,drishyam-ner-v1,,2026-09-07T05:41:13.341928Z
EM001322,FR000062,FIR,FIR-2025-0060,FIR_NUMBER,0.95,422,435,drishyam-ner-v1,,2026-09-07T05:41:13.341931Z
EM001323,FR000062,FIR,Case Number,LOCATION,0.7,442,453,drishyam-ner-v1,,2026-09-07T05:41:13.341934Z
EM001324,FR000062,FIR,CASE-0053,CASE_NUMBER,0.95,454,463,drishyam-ner-v1,,2026-09-07T05:41:13.341938Z
EM001325,FR000062,FIR,Section,PERSON,0.78,480,487,drishyam-ner-v1,,2026-09-07T05:41:13.341941Z
EM001326,FR000062,FIR,Section 506,LEGAL_SECTION,0.85,480,491,drishyam-ner-v1,,2026-09-07T05:41:13.341944Z
EM001327,FR000062,FIR,Investigation,LOCATION,0.7,511,524,drishyam-ner-v1,,2026-09-07T05:41:13.341948Z
EM001328,FR000063,FIR,Complainant Anjali Sabharwal,PERSON,0.78,0,28,drishyam-ner-v1,,2026-09-07T05:41:13.343527Z
EM001329,FR000063,FIR,Royapuram Fuel Station,PERSON,0.78,41,63,drishyam-ner-v1,,2026-09-07T05:41:13.343531Z
EM001330,FR000063,FIR,Salem,PERSON,0.78,82,87,drishyam-ner-v1,,2026-09-07T05:41:13.343534Z
EM001331,FR000063,FIR,20-Feb-2026,DATE,0.8,91,102,drishyam-ner-v1,,2026-09-07T05:41:13.343538Z
EM001332,FR000063,FIR,Feb,PERSON,0.78,94,97,drishyam-ner-v1,,2026-09-07T05:41:13.343541Z
EM001333,FR000063,FIR,Vasatika Magar,PERSON,0.78,108,122,drishyam-ner-v1,P000037,2026-09-07T05:41:13.343545Z
EM001334,FR000063,FIR,Zayyan Sachdev,PERSON,0.78,143,157,drishyam-ner-v1,P000321,2026-09-07T05:41:13.343548Z
EM001335,FR000063,FIR,Harbour Road Group,GANG,0.82,165,183,drishyam-ner-v1,ORG000003,2026-09-07T05:41:13.343551Z
EM001336,FR000063,FIR,19/02/2026,DATE,0.8,271,281,drishyam-ner-v1,,2026-09-07T05:41:13.343555Z
EM001337,FR000063,FIR,Vasatika Magar,PERSON,0.78,283,297,drishyam-ner-v1,P000037,2026-09-07T05:41:13.343559Z
EM001338,FR000063,FIR,6217485870,PHONE,0.97,334,344,drishyam-ner-v1,PH000050,2026-09-07T05:41:13.343562Z
EM001339,FR000063,FIR,The,LOCATION,0.7,390,393,drishyam-ner-v1,,2026-09-07T05:41:13.343566Z
EM001340,FR000063,FIR,TN50 WN 3290,VEHICLE,0.9,451,463,drishyam-ner-v1,VH000025,2026-09-07T05:41:13.343569Z
EM001341,FR000063,FIR,Number,PERSON,0.78,469,475,drishyam-ner-v1,,2026-09-07T05:41:13.343572Z
EM001342,FR000063,FIR,FIR-2026-0061,FIR_NUMBER,0.95,476,489,drishyam-ner-v1,,2026-09-07T05:41:13.343576Z
EM001343,FR000063,FIR,Case Number,LOCATION,0.7,507,518,drishyam-ner-v1,,2026-09-07T05:41:13.343579Z
EM001344,FR000063,FIR,CASE-0054,CASE_NUMBER,0.95,519,528,drishyam-ner-v1,,2026-09-07T05:41:13.343582Z
EM001345,FR000063,FIR,Investigating,PERSON,0.78,591,604,drishyam-ner-v1,,2026-09-07T05:41:13.343586Z
EM001346,FR000064,FIR,15/09/2024,DATE,0.8,3,13,drishyam-ner-v1,,2026-09-07T05:41:13.345119Z
EM001347,FR000064,FIR,Libni Balan,PERSON,0.78,46,57,drishyam-ner-v1,P000456,2026-09-07T05:41:13.345123Z
EM001348,FR000064,FIR,Central Market Junction,LOCATION,0.7,73,96,drishyam-ner-v1,LOC000061,2026-09-07T05:41:13.345126Z
EM001349,FR000064,FIR,Chengalpattu,PERSON,0.78,98,110,drishyam-ner-v1,,2026-09-07T05:41:13.345130Z
EM001350,FR000064,FIR,David Apte,PERSON,0.78,115,125,drishyam-ner-v1,P000087,2026-09-07T05:41:13.345133Z
EM001351,FR000064,FIR,Zayyan Mohan,PERSON,0.78,145,157,drishyam-ner-v1,P000031,2026-09-07T05:41:13.345137Z
EM001352,FR000064,FIR,Red Sand Gang,GANG,0.82,174,187,drishyam-ner-v1,ORG000005,2026-09-07T05:41:13.345141Z
EM001353,FR000064,FIR,David Apte,PERSON,0.78,266,276,drishyam-ner-v1,P000087,2026-09-07T05:41:13.345144Z
EM001354,FR000064,FIR,7411865377,PHONE,0.97,310,320,drishyam-ner-v1,PH000112,2026-09-07T05:41:13.345147Z
EM001355,FR000064,FIR,TN55 DC 3891,VEHICLE,0.9,358,370,drishyam-ner-v1,VH000059,2026-09-07T05:41:13.345151Z
EM001356,FR000064,FIR,05-Oct-2024,DATE,0.8,384,395,drishyam-ner-v1,,2026-09-07T05:41:13.345154Z
EM001357,FR000064,FIR,Oct,PERSON,0.78,387,390,drishyam-ner-v1,,2026-09-07T05:41:13.345157Z
EM001358,FR000064,FIR,Number,PERSON,0.78,401,407,drishyam-ner-v1,,2026-09-07T05:41:13.345161Z
EM001359,FR000064,FIR,FIR-2024-0062,FIR_NUMBER,0.95,408,421,drishyam-ner-v1,,2026-09-07T05:41:13.345164Z
EM001360,FR000064,FIR,Case Number,LOCATION,0.7,428,439,drishyam-ner-v1,,2026-09-07T05:41:13.345167Z
EM001361,FR000064,FIR,CASE-0055,CASE_NUMBER,0.95,440,449,drishyam-ner-v1,,2026-09-07T05:41:13.345170Z
EM001362,FR000064,FIR,Section,PERSON,0.78,466,473,drishyam-ner-v1,,2026-09-07T05:41:13.345174Z
EM001363,FR000064,FIR,Section 506,LEGAL_SECTION,0.85,466,477,drishyam-ner-v1,,2026-09-07T05:41:13.345177Z
EM001364,FR000064,FIR,Investigation,LOCATION,0.7,497,510,drishyam-ner-v1,,2026-09-07T05:41:13.345180Z
EM001365,FR000065,FIR,Complainant Robert Goyal,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.346865Z
EM001366,FR000065,FIR,Ukkadam Harbour Police,PERSON,0.78,44,66,drishyam-ner-v1,,2026-09-07T05:41:13.346869Z
EM001367,FR000065,FIR,Station,LOCATION,0.7,67,74,drishyam-ner-v1,,2026-09-07T05:41:13.346873Z
EM001368,FR000065,FIR,Coimbatore,PERSON,0.78,76,86,drishyam-ner-v1,,2026-09-07T05:41:13.346877Z
EM001369,FR000065,FIR,26-Apr-2024,DATE,0.8,91,102,drishyam-ner-v1,,2026-09-07T05:41:13.346880Z
EM001370,FR000065,FIR,Apr,PERSON,0.78,94,97,drishyam-ner-v1,,2026-09-07T05:41:13.346883Z
EM001371,FR000065,FIR,Yuvraj Sheth,PERSON,0.78,117,129,drishyam-ner-v1,P000141,2026-09-07T05:41:13.346887Z
EM001372,FR000065,FIR,Silk,PERSON,0.78,137,141,drishyam-ner-v1,,2026-09-07T05:41:13.346890Z
EM001373,FR000065,FIR,Yasti Reddy,PERSON,0.78,147,158,drishyam-ner-v1,P000021,2026-09-07T05:41:13.346894Z
EM001374,FR000065,FIR,fraud,CRIME_TYPE,0.75,170,175,drishyam-ner-v1,,2026-09-07T05:41:13.346897Z
EM001375,FR000065,FIR,23/04/2024,DATE,0.8,179,189,drishyam-ner-v1,,2026-09-07T05:41:13.346900Z
EM001376,FR000065,FIR,Yuvraj Sheth,PERSON,0.78,229,241,drishyam-ner-v1,P000141,2026-09-07T05:41:13.346904Z
EM001377,FR000065,FIR,7540931288,PHONE,0.97,275,285,drishyam-ner-v1,PH000180,2026-09-07T05:41:13.346907Z
EM001378,FR000065,FIR,TN01 RZ 1811,VEHICLE,0.9,340,352,drishyam-ner-v1,VH000095,2026-09-07T05:41:13.346911Z
EM001379,FR000065,FIR,Ukkadam Harbour Police,PERSON,0.78,358,380,drishyam-ner-v1,,2026-09-07T05:41:13.346914Z
EM001380,FR000065,FIR,Station,LOCATION,0.7,381,388,drishyam-ner-v1,,2026-09-07T05:41:13.346918Z
EM001381,FR000065,FIR,29-Apr-2024,DATE,0.8,392,403,drishyam-ner-v1,,2026-09-07T05:41:13.346921Z
EM001382,FR000065,FIR,Apr,PERSON,0.78,395,398,drishyam-ner-v1,,2026-09-07T05:41:13.346924Z
EM001383,FR000065,FIR,The Black Lotus,ORGANIZATION,0.7,405,420,drishyam-ner-v1,,2026-09-07T05:41:13.346928Z
EM001384,FR000065,FIR,Network,GANG,0.82,421,428,drishyam-ner-v1,,2026-09-07T05:41:13.346931Z
EM001385,FR000065,FIR,Number,PERSON,0.78,467,473,drishyam-ner-v1,,2026-09-07T05:41:13.346935Z
EM001386,FR000065,FIR,FIR-2024-0063,FIR_NUMBER,0.95,474,487,drishyam-ner-v1,,2026-09-07T05:41:13.346938Z
EM001387,FR000065,FIR,Case Number,LOCATION,0.7,494,505,drishyam-ner-v1,,2026-09-07T05:41:13.346941Z
EM001388,FR000065,FIR,CASE-0056,CASE_NUMBER,0.95,506,515,drishyam-ner-v1,,2026-09-07T05:41:13.346945Z
EM001389,FR000065,FIR,Section,PERSON,0.78,532,539,drishyam-ner-v1,,2026-09-07T05:41:13.346948Z
EM001390,FR000065,FIR,Section 468 IPC,LEGAL_SECTION,0.85,532,547,drishyam-ner-v1,,2026-09-07T05:41:13.346951Z
EM001391,FR000065,FIR,Investigation,LOCATION,0.7,560,573,drishyam-ner-v1,,2026-09-07T05:41:13.346955Z
EM001392,FR000066,FIR,Complainant Robert Goyal,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.348586Z
EM001393,FR000066,FIR,Thirunagar Industrial Estate,PERSON,0.78,44,72,drishyam-ner-v1,,2026-09-07T05:41:13.348590Z
EM001394,FR000066,FIR,Coimbatore,PERSON,0.78,74,84,drishyam-ner-v1,,2026-09-07T05:41:13.348594Z
EM001395,FR000066,FIR,26-Apr-2024,DATE,0.8,89,100,drishyam-ner-v1,,2026-09-07T05:41:13.348597Z
EM001396,FR000066,FIR,Apr,PERSON,0.78,92,95,drishyam-ner-v1,,2026-09-07T05:41:13.348601Z
EM001397,FR000066,FIR,Yuvraj Sheth,PERSON,0.78,115,127,drishyam-ner-v1,P000141,2026-09-07T05:41:13.348604Z
EM001398,FR000066,FIR,Silk,PERSON,0.78,135,139,drishyam-ner-v1,,2026-09-07T05:41:13.348608Z
EM001399,FR000066,FIR,Yasti Reddy,PERSON,0.78,145,156,drishyam-ner-v1,P000021,2026-09-07T05:41:13.348612Z
EM001400,FR000066,FIR,fraud,CRIME_TYPE,0.75,168,173,drishyam-ner-v1,,2026-09-07T05:41:13.348615Z
EM001401,FR000066,FIR,22/04/2024,DATE,0.8,177,187,drishyam-ner-v1,,2026-09-07T05:41:13.348618Z
EM001402,FR000066,FIR,Yuvraj Sheth,PERSON,0.78,227,239,drishyam-ner-v1,P000141,2026-09-07T05:41:13.348622Z
EM001403,FR000066,FIR,7540931288,PHONE,0.97,273,283,drishyam-ner-v1,PH000180,2026-09-07T05:41:13.348625Z
EM001404,FR000066,FIR,TN01 RZ 1811,VEHICLE,0.9,338,350,drishyam-ner-v1,VH000095,2026-09-07T05:41:13.348629Z
EM001405,FR000066,FIR,Thirunagar Industrial Estate,PERSON,0.78,356,384,drishyam-ner-v1,,2026-09-07T05:41:13.348632Z
EM001406,FR000066,FIR,03-May-2024,DATE,0.8,388,399,drishyam-ner-v1,,2026-09-07T05:41:13.348639Z
EM001407,FR000066,FIR,May,PERSON,0.78,391,394,drishyam-ner-v1,,2026-09-07T05:41:13.348642Z
EM001408,FR000066,FIR,The Black Lotus,ORGANIZATION,0.7,401,416,drishyam-ner-v1,,2026-09-07T05:41:13.348645Z
EM001409,FR000066,FIR,Network,GANG,0.82,417,424,drishyam-ner-v1,,2026-09-07T05:41:13.348649Z
EM001410,FR000066,FIR,Number,PERSON,0.78,463,469,drishyam-ner-v1,,2026-09-07T05:41:13.348652Z
EM001411,FR000066,FIR,FIR-2024-0064,FIR_NUMBER,0.95,470,483,drishyam-ner-v1,,2026-09-07T05:41:13.348655Z
EM001412,FR000066,FIR,Case Number,LOCATION,0.7,490,501,drishyam-ner-v1,,2026-09-07T05:41:13.348658Z
EM001413,FR000066,FIR,CASE-0056,CASE_NUMBER,0.95,502,511,drishyam-ner-v1,,2026-09-07T05:41:13.348661Z
EM001414,FR000066,FIR,Section,PERSON,0.78,528,535,drishyam-ner-v1,,2026-09-07T05:41:13.348665Z
EM001415,FR000066,FIR,Section 468 IPC,LEGAL_SECTION,0.85,528,543,drishyam-ner-v1,,2026-09-07T05:41:13.348668Z
EM001416,FR000066,FIR,Investigation,LOCATION,0.7,556,569,drishyam-ner-v1,,2026-09-07T05:41:13.348671Z
EM001417,FR000067,FIR,Complainant Robert Goyal,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.350352Z
EM001418,FR000067,FIR,Ukkadam Harbour Police,PERSON,0.78,44,66,drishyam-ner-v1,,2026-09-07T05:41:13.350356Z
EM001419,FR000067,FIR,Station,LOCATION,0.7,67,74,drishyam-ner-v1,,2026-09-07T05:41:13.350360Z
EM001420,FR000067,FIR,Coimbatore,PERSON,0.78,76,86,drishyam-ner-v1,,2026-09-07T05:41:13.350363Z
EM001421,FR000067,FIR,26-Apr-2024,DATE,0.8,91,102,drishyam-ner-v1,,2026-09-07T05:41:13.350367Z
EM001422,FR000067,FIR,Apr,PERSON,0.78,94,97,drishyam-ner-v1,,2026-09-07T05:41:13.350370Z
EM001423,FR000067,FIR,Yuvraj Sheth,PERSON,0.78,117,129,drishyam-ner-v1,P000141,2026-09-07T05:41:13.350373Z
EM001424,FR000067,FIR,Silk,PERSON,0.78,137,141,drishyam-ner-v1,,2026-09-07T05:41:13.350377Z
EM001425,FR000067,FIR,Yasti Reddy,PERSON,0.78,147,158,drishyam-ner-v1,P000021,2026-09-07T05:41:13.350380Z
EM001426,FR000067,FIR,fraud,CRIME_TYPE,0.75,170,175,drishyam-ner-v1,,2026-09-07T05:41:13.350384Z
EM001427,FR000067,FIR,22/04/2024,DATE,0.8,179,189,drishyam-ner-v1,,2026-09-07T05:41:13.350387Z
EM001428,FR000067,FIR,Yuvraj Sheth,PERSON,0.78,229,241,drishyam-ner-v1,P000141,2026-09-07T05:41:13.350391Z
EM001429,FR000067,FIR,7540931288,PHONE,0.97,275,285,drishyam-ner-v1,PH000180,2026-09-07T05:41:13.350395Z
EM001430,FR000067,FIR,TN01 RZ 1811,VEHICLE,0.9,340,352,drishyam-ner-v1,VH000095,2026-09-07T05:41:13.350398Z
EM001431,FR000067,FIR,Ukkadam Harbour Police,PERSON,0.78,358,380,drishyam-ner-v1,,2026-09-07T05:41:13.350402Z
EM001432,FR000067,FIR,Station,LOCATION,0.7,381,388,drishyam-ner-v1,,2026-09-07T05:41:13.350406Z
EM001433,FR000067,FIR,03-May-2024,DATE,0.8,392,403,drishyam-ner-v1,,2026-09-07T05:41:13.350409Z
EM001434,FR000067,FIR,May,PERSON,0.78,395,398,drishyam-ner-v1,,2026-09-07T05:41:13.350413Z
EM001435,FR000067,FIR,The Black Lotus,ORGANIZATION,0.7,405,420,drishyam-ner-v1,,2026-09-07T05:41:13.350416Z
EM001436,FR000067,FIR,Network,GANG,0.82,421,428,drishyam-ner-v1,,2026-09-07T05:41:13.350420Z
EM001437,FR000067,FIR,Number,PERSON,0.78,467,473,drishyam-ner-v1,,2026-09-07T05:41:13.350423Z
EM001438,FR000067,FIR,FIR-2024-0065,FIR_NUMBER,0.95,474,487,drishyam-ner-v1,,2026-09-07T05:41:13.350426Z
EM001439,FR000067,FIR,Case Number,LOCATION,0.7,494,505,drishyam-ner-v1,,2026-09-07T05:41:13.350430Z
EM001440,FR000067,FIR,CASE-0056,CASE_NUMBER,0.95,506,515,drishyam-ner-v1,,2026-09-07T05:41:13.350433Z
EM001441,FR000067,FIR,Section,PERSON,0.78,532,539,drishyam-ner-v1,,2026-09-07T05:41:13.350437Z
EM001442,FR000067,FIR,Section 420 IPC,LEGAL_SECTION,0.85,532,547,drishyam-ner-v1,,2026-09-07T05:41:13.350440Z
EM001443,FR000067,FIR,Investigation,LOCATION,0.7,560,573,drishyam-ner-v1,,2026-09-07T05:41:13.350443Z
EM001444,FR000068,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.352127Z
EM001445,FR000068,FIR,04-Nov-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.352131Z
EM001446,FR000068,FIR,Nov,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.352135Z
EM001447,FR000068,FIR,Mettupalayam Cold Storage,PERSON,0.78,78,103,drishyam-ner-v1,,2026-09-07T05:41:13.352138Z
EM001448,FR000068,FIR,Chennai,PERSON,0.78,105,112,drishyam-ner-v1,,2026-09-07T05:41:13.352142Z
EM001449,FR000068,FIR,Complainant Krishna Sanghvi,PERSON,0.78,114,141,drishyam-ner-v1,,2026-09-07T05:41:13.352145Z
EM001450,FR000068,FIR,Anthony Bhattacharyya,PERSON,0.78,153,174,drishyam-ner-v1,P000084,2026-09-07T05:41:13.352149Z
EM001451,FR000068,FIR,Silk,PERSON,0.78,182,186,drishyam-ner-v1,,2026-09-07T05:41:13.352152Z
EM001452,FR000068,FIR,Chavvi Dey,PERSON,0.78,192,202,drishyam-ner-v1,P000095,2026-09-07T05:41:13.352156Z
EM001453,FR000068,FIR,Red Sand Gang,GANG,0.82,237,250,drishyam-ner-v1,ORG000005,2026-09-07T05:41:13.352159Z
EM001454,FR000068,FIR,27/10/2025,DATE,0.8,271,281,drishyam-ner-v1,,2026-09-07T05:41:13.352163Z
EM001455,FR000068,FIR,Anthony Bhattacharyya,PERSON,0.78,327,348,drishyam-ner-v1,P000084,2026-09-07T05:41:13.352166Z
EM001456,FR000068,FIR,TN43 LD 6507,VEHICLE,0.9,381,393,drishyam-ner-v1,VH000056,2026-09-07T05:41:13.352170Z
EM001457,FR000068,FIR,7156040040,PHONE,0.97,438,448,drishyam-ner-v1,PH000106,2026-09-07T05:41:13.352173Z
EM001458,FR000068,FIR,Contraband,PERSON,0.78,450,460,drishyam-ner-v1,,2026-09-07T05:41:13.352177Z
EM001459,FR000068,FIR,Number,PERSON,0.78,503,509,drishyam-ner-v1,,2026-09-07T05:41:13.352180Z
EM001460,FR000068,FIR,FIR-2025-0066,FIR_NUMBER,0.95,510,523,drishyam-ner-v1,,2026-09-07T05:41:13.352184Z
